post_id,date,platform,topic,keywords,hashtags,sentiment,sentiment_score,user_type,age_group,region,followers_count,views,likes,comments,shares
P108150,2025-06-22,TikTok,Technology,"5G, startup, app update",#StartupLife,Positive,0.286,Regular User,25-34,South Asia,687,23,1,0.0,0
P108545,2025-08-25,LinkedIn,Education,"curriculum, scholarship",#OnlineLearning,Positive,0.45,Regular User,45-54,South America,689,15,1,0.0,0
P104622,2025-06-22,Twitter/X,Business & Finance,earnings report,"#Inflation, #Finance",Positive,0.407,Regular User,25-34,Africa,586,14,1,0.0,0
P110633,2025-07-07,Twitter/X,Sports,league table,"#GameDay, #Championship, #WorldCup",Negative,-0.455,Macro-Influencer,25-34,South America,151349,7036,342,21.0,83
P102384,2025-06-12,Instagram,Climate & Environment,"flooding, carbon emissions",#RenewableEnergy,Neutral,-0.132,Regular User,18-24,Southeast Asia,1744,81,2,1.0,0
P106952,2025-11-06,Facebook,Entertainment,"concert, series finale",#CelebNews,Positive,0.241,Micro-Influencer,13-17,Australia/Oceania,47765,509,25,6.0,8
P102940,2025-12-25,TikTok,Technology,"gadgets, robotics, app update","#FutureTech, #CyberSecurity, #TechNews",Neutral,-0.016,Regular User,35-44,Europe,447,26,1,0.0,0
P110013,2025-03-07,YouTube,Entertainment,award show,#CelebNews,Positive,0.206,Brand Account,25-34,Australia/Oceania,2588340,70929,8423,575.0,529
P108818,2025-04-04,TikTok,Technology,app update,#AI,Neutral,0.037,Regular User,13-17,Southeast Asia,1434,66,6,0.0,0
P110753,2025-01-21,YouTube,Technology,"AI, robotics","#AI, #StartupLife, #Innovation",Negative,-0.448,Regular User,18-24,Middle East,169,14,0,0.0,0
P111171,2025-01-23,Instagram,Politics,campaign,#Vote,Negative,-0.36,Regular User,25-34,Middle East,507,37,1,0.0,0
P106275,2025-03-08,YouTube,Sports,match result,  #matchday ,Neutral,-0.061,Macro-Influencer,45-54,South America,147078,3448,166,65.0,28
P107695,2025-01-06,TikTok,Business & Finance,"interest rates, stock market","#Finance, #Inflation",Negative,-0.781,Regular User,25-34,South Asia,102,29,2,0.0,0
P100215,2025-07-23,Instagram,Sports,"world cup, championship","#Transfer, #Sports",Neutral,-0.093,Regular User,35-44,South America,752,24,1,0.0,0
P108926,2025-11-06,LinkedIn,Health & Wellness,"fitness routine, mental health","#PublicHealth, #Fitness",Negative,-0.65,Micro-Influencer,25-34,South America,30490,150,5,2.0,2
P109862,2025-01-12,Facebook,Health & Wellness,"nutrition, vaccine, yoga",#SelfCare,Negative,-0.22,Regular User,35-44,South Asia,542,14,0,0.0,0
P107305,2025-01-12,Facebook,Climate & Environment,"conservation, carbon emissions, climate change","#ClimateChange, #GoGreen, #Conservation",Negative,-0.203,Regular User,18-24,North America,1325,40,3,1.0,0
P103576,2025-03-15,YouTube,Technology,robotics,"#CyberSecurity, #FutureTech",Neutral,-0.011,Regular User,25-34,South America,842,9,0,0.0,0
P104584,2025-02-04,Facebook,Technology,"robotics, startup","#StartupLife, #CyberSecurity",Positive,0.459,Micro-Influencer,18-24,Middle East,14728,341,16,4.0,2
P103234,2025-09-15,YouTube,Education,"online learning, student loans",#Scholarship,Negative,-0.283,Regular User,13-17,Africa,900,59,3,1.0,0
P111662,2025-06-06,YouTube,Politics,"reform, policy",#PolicyReform,Negative,-0.362,Regular User,18-24,Southeast Asia,281,18,0,0.0,0
P101949,2025-07-29,Facebook,Health & Wellness,"vaccine, public health, wellness tips",#MentalHealthMatters,Negative,-0.214,Micro-Influencer,18-24,Africa,14230,285,22,4.0,2
P111989,2025-02-20,TikTok,Politics,"policy, voting","#Budget2025, #Protest, #PolicyReform",Negative,-0.463,Brand Account,,Middle East,650146,53741,3813,1016.0,956
P105892,2025-09-27,Facebook,Entertainment,album drop,"#CelebNews, #BoxOffice",Positive,0.212,Regular User,45-54,Southeast Asia,1617,10,0,0.0,0
P111978,2025-06-11,Twitter/X,Health & Wellness,"public health, nutrition","  #wellness, #fitness ",Neutral,-0.011,Regular User,18-24,Europe,1829,16,0,0.0,0
P111418,2025-06-06,Instagram,Politics,"legislation, voting",#Budget2025,Positive,0.297,Micro-Influencer,18-24,Middle East,25699,1162,45,3.0,14
P111852,2025-02-18,Twitter/X,Climate & Environment,renewable energy,"#GoGreen, #Conservation, #ClimateAction",Neutral,0.007,Macro-Influencer,25-34,Europe,262300,311,33,5.0,2
P107133,2025-07-14,Instagram,Sports,"world cup, match result, championship","  #championship, #worldcup, #transfer ",Positive,0.302,Regular User,35-44,South America,562,17,1,0.0,0
P100723,2025-12-25,YouTube,Entertainment,"trailer, album drop, box office",#Concert,Positive,0.223,Regular User,18-24,Australia/Oceania,920,75,4,1.0,1
P104295,2025-03-03,TikTok,Climate & Environment,renewable energy,"#Conservation, #GoGreen, #Sustainability",Negative,-0.766,Macro-Influencer,45-54,North America,60051,9577,813,260.0,99
P100356,2025-04-17,LinkedIn,Education,student loans,#EdTech,Positive,0.443,Verified/Celebrity,18-24,North America,2844040,22335,1591,194.0,31
P101364,2025-07-28,Instagram,Business & Finance,"startup funding, earnings report","#Economy, #IPO, #Crypto",Neutral,-0.065,Regular User,18-24,Africa,1954,30,2,0.0,0
P107104,2025-06-03,Twitter/X,Technology,cloud computing,"  #ai, #innovation ",Positive,0.248,Regular User,45-54,Australia/Oceania,1253,39,5,0.0,0
P105972,2025-10-20,Facebook,Climate & Environment,conservation,"#RenewableEnergy, #Sustainability, #ClimateChange",Positive,0.348,Regular User,18-24,Europe,59,12,0,0.0,0
P101243,2025-05-05,TikTok,Education,edtech,"#Scholarship, #Exams, #Education",Positive,0.901,Regular User,25-34,Middle East,568,37,1,0.0,0
P106683,2025-08-30,Facebook,Climate & Environment,"carbon emissions, climate change",#RenewableEnergy,Negative,-0.196,Verified/Celebrity,45-54,Australia/Oceania,4121900,41533,2694,1141.0,393
P101270,2025-04-04,TikTok,Education,"scholarship, curriculum, exam results","#Education, #OnlineLearning",Negative,-0.293,Regular User,18-24,South Asia,823,26,1,0.0,0
P108329,2025-03-25,LinkedIn,Entertainment,series finale,#StreamingNow,Positive,0.553,Regular User,45-54,South America,1586,90,10,0.0,1
P101011,2025-12-05,Twitter/X,Business & Finance,"startup funding, stock market, interest rates","#Inflation, #Finance",Negative,-0.249,Regular User,18-24,Middle East,673,10,0,0.0,0
P105967,2025-08-05,YouTube,Politics,"election, budget","#Government, #Budget2025",Negative,-0.622,Regular User,45-54,South America,1766,162,9,3.0,1
P111672,2025-12-13,YouTube,Sports,"league table, injury update",#Sports,Positive,0.326,Regular User,25-34,Africa,690,12,0,0.0,0
P111878,2025-04-22,Twitter/X,Climate & Environment,"sustainability, climate change","#ClimateAction, #Conservation, #ClimateChange",Negative,-0.359,Regular User,18-24,Southeast Asia,1578,31,2,0.0,0
P106003,2025-03-15,Facebook,Health & Wellness,"nutrition, fitness routine, yoga","  #publichealth, #nutrition ",POSITIVE,0.362,Regular User,25-34,Middle East,493,44,6,0.0,0
P105800,2025-03-06,YouTube,Climate & Environment,"carbon emissions, climate change, renewable energy","#GoGreen, #Conservation",NEGATIVE,-0.349,Brand Account,25-34,Southeast Asia,2880956,461915,20392,12792.0,2647
P107629,2025-01-07,Facebook,Health & Wellness,"fitness routine, yoga, wellness tips","#Yoga, #PublicHealth",Negative,-0.409,Regular User,18-24,South America,1525,89,9,1.0,1
P109918,2025-12-10,Instagram,Politics,protest,"#Election2025, #Budget2025, #Protest",Negative,-0.453,Regular User,35-44,Europe,795,15,0,0.0,0
P111334,2025-04-06,LinkedIn,Climate & Environment,carbon emissions,"#Sustainability, #Conservation",Positive,0.603,Regular User,25-34,South Asia,1617,43,3,0.0,0
P109868,2025-06-04,LinkedIn,Entertainment,concert,"#AwardSeason, #CelebNews",Positive,0.439,Regular User,35-44,Australia/Oceania,1231,14,1,0.0,0
P103936,2025-02-11,Instagram,Sports,"match result, league table","#TeamSpirit, #Championship, #Sports",Negative,-0.253,Regular User,25-34,South Asia,522,11,0,0.0,0
P100489,2025-08-30,Twitter/X,Education,curriculum,"  #studentlife, #exams, #scholarship ",Positive,0.407,Regular User,35-44,Southeast Asia,591,14,1,0.0,0
P102358,2025-09-09,YouTube,Business & Finance,inflation,#Finance,Neutral,-0.129,Regular User,25-34,Europe,617,57,2,0.0,0
P108349,2025-11-29,YouTube,Climate & Environment,"conservation, carbon emissions",#Sustainability,Negative,-0.673,Regular User,13-17,North America,963,19,0,0.0,0
P102617,2025-05-04,Twitter/X,Education,online learning,"#StudentLife, #OnlineLearning, #Scholarship",Positive,0.277,Micro-Influencer,35-44,Europe,29291,754,23,3.0,2
P105394,2025-03-30,Twitter/X,Education,"edtech, student loans, exam results",#Exams,Negative,-0.381,Micro-Influencer,35-44,,15464,110,11,1.0,1
P109442,2025-02-26,LinkedIn,Education,"school reopening, online learning, exam results","#Education, #EdTech",Neutral,-0.016,Regular User,45-54,Middle East,379,6,0,0.0,0
P101710,2025-10-12,TikTok,Sports,"world cup, coach",#TeamSpirit,Positive,0.372,Regular User,18-24,Europe,916,129,10,1.0,2
P108727,2025-07-02,LinkedIn,Education,"edtech, online learning, student loans","#Education, #Exams, #OnlineLearning",Positive,0.27,Regular User,55+,South Asia,234,11,1,0.0,0
P100884,2025-08-13,LinkedIn,Politics,"legislation, election, voting","#PolicyReform, #Election2025, #Budget2025",Negative,-0.383,Micro-Influencer,18-24,Africa,16532,559,41,11.0,10
P106131,2025-03-13,Instagram,Education,"student loans, edtech","#EdTech, #Exams, #OnlineLearning",Positive,0.613,Regular User,,South America,1221,55,6,0.0,0
P104367,2025-08-16,Twitter/X,Entertainment,"series finale, concert, album drop","#CelebNews, #StreamingNow, #BoxOffice",Positive,0.552,Micro-Influencer,25-34,North America,20136,262,14,1.0,5
P102331,2025-02-17,Facebook,Climate & Environment,"conservation, heatwave","#ClimateAction, #RenewableEnergy, #ClimateChange",Positive,0.373,Regular User,55+,South America,275,35,1,0.0,0
P104164,2025-08-11,TikTok,Entertainment,"movie release, album drop, box office","#MovieNight, #Concert, #BoxOffice",Positive,0.504,Regular User,13-17,South America,656,70,5,0.0,0
P109037,2025-12-14,Instagram,Health & Wellness,"yoga, fitness routine, wellness tips","#PublicHealth, #Wellness",Negative,-0.437,Regular User,45-54,North America,628,59,5,,0
P109241,2025-07-27,YouTube,Education,online learning,#Exams,Neutral,0.1,Regular User,35-44,Southeast Asia,730,8,0,0.0,0
P111358,2025-10-16,Twitter/X,Entertainment,"movie release, concert",#Concert,Positive,0.169,Regular User,25-34,South America,1179,48,6,0.0,0
P103053,2025-11-04,Instagram,Climate & Environment,heatwave,#Sustainability,Negative,-0.731,Regular User,25-34,Southeast Asia,1087,184,13,2.0,1
P110266,2025-09-03,Facebook,Politics,"government, campaign",#Vote,Negative,-0.687,Brand Account,25-34,South America,2712046,83565,7408,435.0,837
P101826,2025-09-09,Twitter/X,Technology,"app update, 5G, ChatGPT","#Gadgets, #FutureTech",Positive,0.523,Regular User,18-24,Southeast Asia,1461,72,7,0.0,1
P103268,2025-10-15,YouTube,Politics,campaign,#Government,Neutral,0.026,Regular User,45-54,Europe,907,65,2,0.0,0
P105380,2025-02-05,Facebook,Politics,"election, reform","#Election2025, #Government, #Democracy",Negative,-0.496,Regular User,55+,South Asia,1703,29,2,0.0,0
P104466,2025-01-21,TikTok,Education,"online learning, exam results","#OnlineLearning, #EdTech",Positive,0.171,Regular User,18-24,Southeast Asia,1598,46,4,0.0,0
P109327,2025-03-10,TikTok,Politics,"government, campaign","#PolicyReform, #Vote, #Government",Negative,-0.203,Micro-Influencer,13-17,Southeast Asia,29350,3032,291,11.0,49
P103369,2025-12-09,Instagram,Health & Wellness,"fitness routine, sleep health","#PublicHealth, #SelfCare",Positive,0.529,Regular User,25-34,Europe,916,21,2,0.0,0
P100407,2025-05-15,TikTok,Health & Wellness,"fitness routine, wellness tips","#Nutrition, #Fitness",Positive,0.248,Regular User,18-24,South America,1687,36,1,0.0,0
P104378,2025-05-15,Instagram,Sports,world cup,"#Sports, #GameDay",Positive,0.659,Regular User,25-34,South America,1929,148,6,0.0,0
P111115,2025-05-13,Twitter/X,Climate & Environment,"carbon emissions, flooding, sustainability","#RenewableEnergy, #ClimateAction",Negative,-0.536,Regular User,55+,Australia/Oceania,1044,32,2,0.0,0
P104511,2025-04-08,LinkedIn,Sports,"championship, match result, tournament",#TeamSpirit,Positive,0.669,Micro-Influencer,55+,Australia/Oceania,45881,666,29,5.0,5
P110897,2025-04-15,Twitter/X,Entertainment,award show,"#Concert, #BoxOffice",Positive,1.0,Regular User,25-34,Europe,1218,60,5,,0
P110137,2025-04-08,YouTube,Sports,"transfer news, coach, league table","#MatchDay, #Championship, #Transfer",Negative,-0.167,Regular User,35-44,Southeast Asia,581,51,5,1.0,0
P103061,2025-08-11,Facebook,Entertainment,"box office, streaming, trailer","#StreamingNow, #AwardSeason, #BoxOffice",Positive,0.294,Regular User,18-24,South Asia,1192,26,2,0.0,0
P110349,2025-03-19,Instagram,Entertainment,"movie release, streaming","#BoxOffice, #StreamingNow",Neutral,-0.078,Regular User,35-44,South Asia,58,7,0,0.0,0
P111166,2025-07-30,Facebook,Education,"scholarship, curriculum","#StudentLife, #Scholarship, #EdTech",Positive,0.214,Micro-Influencer,18-24,Middle East,49054,190,12,0.0,3
P103738,2025-07-23,Facebook,Politics,"legislation, voting, reform",#Budget2025,Neutral,-0.056,Regular User,13-17,South Asia,81,7,0,0.0,0
P100934,2025-05-04,Facebook,Technology,"cloud computing, AI, app update","#TechNews, #Innovation",Neutral,0.004,Regular User,25-34,North America,1541,9,0,0.0,0
P107692,2025-10-07,TikTok,Health & Wellness,"fitness routine, mental health, wellness tips","  #selfcare, #nutrition, #yoga ",Neutral,-0.079,Micro-Influencer,25-34,Southeast Asia,35980,1636,38,4.0,19
P108682,2025-02-01,Facebook,Politics,"policy, debate, legislation","#Democracy, #Election2025, #Budget2025",Negative,-0.687,Macro-Influencer,35-44,South America,469252,4399,147,100.0,31
P109468,2025-12-05,Twitter/X,Technology,AI,"#FutureTech, #CyberSecurity",Neutral,-0.087,Macro-Influencer,,Europe,138022,413,24,6.0,3
P106487,2025-08-14,Twitter/X,Business & Finance,IPO,"#Crypto, #Finance, #IPO",Positive,0.347,Regular User,18-24,South Asia,870,31,4,0.0,0
P108512,2025-07-27,Instagram,Business & Finance,inflation,"#StockMarket, #Crypto, #Economy",Neutral,-0.127,Regular User,55+,Africa,1551,52,5,0.0,0
P110303,2025-03-16,Instagram,Entertainment,celebrity,"#BoxOffice, #StreamingNow",Negative,-0.287,Regular User,18-24,Australia/Oceania,1928,11,0,0.0,0
P104052,2025-11-29,TikTok,Sports,"tournament, match result, league table",#TeamSpirit,Positive,0.438,Regular User,18-24,Southeast Asia,1119,82,9,1.0,0
P105030,2025-02-09,LinkedIn,Sports,coach,#Championship,Positive,0.821,Brand Account,18-24,Europe,292591,3117,319,56.0,42
P100630,2025-08-06,LinkedIn,Politics,"legislation, election",#Election2025,Negative,-0.397,Micro-Influencer,18-24,North America,41305,1159,58,11.0,6
P100677,2025-09-11,YouTube,Health & Wellness,"vaccine, public health",#Nutrition,Positive,0.155,Regular User,45-54,Southeast Asia,244,29,3,0.0,0
P103172,2025-04-06,LinkedIn,Sports,"match result, world cup","#MatchDay, #GameDay",Neutral,0.112,Regular User,18-24,South America,1477,18,0,0.0,0
P111067,2025-08-18,Twitter/X,Politics,government,"  #protest, #democracy ",Negative,-0.991,Regular User,35-44,Europe,889,94,7,0.0,1
P110575,2025-05-24,Twitter/X,Politics,"budget, government, campaign","#Vote, #Government",Negative,-0.239,Regular User,13-17,Southeast Asia,881,27,2,0.0,0
P105657,2025-01-15,Instagram,Technology,cybersecurity,#Gadgets,Neutral,0.019,Regular User,18-24,South Asia,862,23,1,0.0,0
P103420,2025-08-14,Twitter/X,Education,online learning,"#StudentLife, #Scholarship",Positive,0.212,Micro-Influencer,35-44,South America,37249,939,31,9.0,15
P104993,2025-03-14,Instagram,Education,"student loans, edtech",#StudentLife,Neutral,-0.122,Regular User,35-44,Middle East,672,9,1,0.0,0
P104034,2025-09-29,TikTok,Technology,cybersecurity,#5G,Neutral,0.108,Regular User,18-24,North America,505,39,2,0.0,0
P111136,2025-08-23,YouTube,Climate & Environment,"flooding, conservation, climate change","#GoGreen, #Sustainability, #ClimateAction",Negative,-0.68,Regular User,55+,South Asia,1177,219,16,3.0,4
P101102,2025-11-12,YouTube,Climate & Environment,conservation,"#RenewableEnergy, #ClimateChange",Neutral,-0.006,Regular User,35-44,Southeast Asia,1582,36,2,0.0,0
P107699,2025-06-22,LinkedIn,Health & Wellness,public health,#Yoga,Positive,0.233,Regular User,45-54,Australia/Oceania,472,10,0,0.0,0
P110836,2025-07-24,YouTube,Education,"exam results, edtech, online learning","#Scholarship, #EdTech",Negative,-0.686,Micro-Influencer,35-44,Europe,46585,1198,51,13.0,6
P102502,2025-10-06,Twitter/X,Entertainment,"album drop, concert",#CelebNews,Negative,-0.917,Regular User,18-24,Australia/Oceania,1768,200,4,5.0,3
P108987,2025-02-07,Instagram,Entertainment,"streaming, box office",#MovieNight,Positive,0.505,Regular User,13-17,Middle East,356,16,2,0.0,0
P111590,2025-08-16,YouTube,Business & Finance,"IPO, earnings report","#Inflation, #IPO, #Crypto",Neutral,-0.055,Regular User,35-44,Europe,952,30,1,0.0,0
P108456,2025-02-03,Facebook,Business & Finance,"IPO, layoffs","#StockMarket, #IPO, #Crypto",Positive,0.332,Micro-Influencer,18-24,Middle East,49926,768,30,7.0,7
P101518,2025-12-11,Twitter/X,Climate & Environment,"heatwave, renewable energy",#GoGreen,Negative,-0.478,Micro-Influencer,25-34,Middle East,28209,777,36,23.0,5
P101956,2025-04-02,Instagram,Technology,"app update, ChatGPT, 5G","#5G, #FutureTech",POSITIVE,0.548,Regular User,35-44,Australia/Oceania,1172,70,2,0.0,0
P100790,2025-09-13,LinkedIn,Technology,"robotics, app update","#FutureTech, #CyberSecurity",Neutral,-0.126,Micro-Influencer,,South America,24059,208,14,3.0,1
P101068,2025-10-14,TikTok,Business & Finance,"layoffs, crypto, earnings report",#Crypto,Neutral,0.077,Regular User,18-24,Australia/Oceania,997,18,0,0.0,0
P100745,2025-10-11,YouTube,Education,scholarship,"#Exams, #EdTech, #OnlineLearning",Positive,0.747,Regular User,13-17,Southeast Asia,295,41,6,0.0,0
P102726,2025-01-27,Instagram,Sports,"tournament, injury update",#MatchDay,Neutral,0.0,Regular User,25-34,Southeast Asia,609,9,0,0.0,0
P104939,2025-06-09,Twitter/X,Health & Wellness,public health,#PublicHealth,Positive,0.929,Regular User,35-44,Middle East,1975,194,17,1.0,2
P107115,2025-01-06,Twitter/X,Education,"exam results, school reopening",#StudentLife,Positive,0.547,Regular User,18-24,,648,66,8,0.0,0
P110832,2025-05-12,Twitter/X,Climate & Environment,"flooding, heatwave","#RenewableEnergy, #Conservation",Negative,-0.253,Macro-Influencer,25-34,South America,354611,1936,181,43.0,13
P104263,2025-11-22,YouTube,Entertainment,"concert, trailer, celebrity",#BoxOffice,Negative,-0.193,Micro-Influencer,35-44,Europe,26792,1010,23,21.0,10
P102565,2025-08-28,Twitter/X,Sports,"world cup, match result","#TeamSpirit, #Sports, #GameDay",Positive,0.409,Regular User,35-44,South Asia,1859,14,1,0.0,0
P102657,2025-12-30,TikTok,Entertainment,"celebrity, trailer, box office",#NewAlbum,Positive,1.0,Micro-Influencer,18-24,Australia/Oceania,5738,194,16,2.0,1
P108802,2025-11-15,LinkedIn,Climate & Environment,"flooding, conservation, sustainability","#Conservation, #Sustainability",Positive,0.48,Regular User,18-24,South Asia,451,15,1,0.0,0
P106458,2025-11-19,LinkedIn,Politics,"legislation, policy, government","#Government, #Democracy",Negative,-0.537,Regular User,35-44,South America,1667,65,6,1.0,1
P109529,2025-07-30,Facebook,Sports,"injury update, transfer news","#Sports, #GameDay",Positive,0.343,Regular User,18-24,South Asia,779,59,2,0.0,0
P103513,2025-12-20,TikTok,Politics,policy,#Election2025,Neutral,-0.127,Macro-Influencer,,Africa,52553,158,12,3.0,1
P106407,2025-03-12,YouTube,Entertainment,"award show, album drop","#AwardSeason, #CelebNews",Positive,0.768,Regular User,18-24,North America,1645,171,6,1.0,1
P110361,2025-05-06,LinkedIn,Entertainment,concert,"#AwardSeason, #StreamingNow",Positive,0.376,Micro-Influencer,18-24,South Asia,5289,73,5,1.0,0
P103979,2025-11-26,TikTok,Business & Finance,"IPO, stock market, interest rates","#Inflation, #Economy, #Crypto",Neutral,-0.072,Regular User,35-44,Middle East,1786,64,3,0.0,0
P105058,2025-07-07,Facebook,Climate & Environment,"renewable energy, carbon emissions",#ClimateChange,Negative,-0.867,Regular User,25-34,Africa,890,23,0,0.0,0
P107596,2025-09-17,YouTube,Entertainment,"box office, celebrity, concert","#NewAlbum, #AwardSeason",Positive,0.448,Regular User,25-34,Europe,767,18,1,0.0,0
P102938,2025-12-12,Facebook,Technology,"data privacy, app update, robotics",#Innovation,Positive,0.61,Regular User,18-24,North America,1782,53,7,0.0,0
P105568,2025-02-19,YouTube,Politics,"election, voting, debate",#Vote,Neutral,-0.07,Regular User,55+,South America,1310,26,1,0.0,0
P105383,2025-06-09,TikTok,Technology,"robotics, cybersecurity, ChatGPT",#5G,Neutral,-0.008,Regular User,18-24,South America,1337,16,0,0.0,0
P101327,2025-07-29,YouTube,Business & Finance,"crypto, layoffs",#Inflation,Negative,-0.54,Macro-Influencer,18-24,South America,452797,66046,3246,1201.0,221
P105135,2025-11-04,Facebook,Business & Finance,"layoffs, IPO, startup funding",#Economy,Positive,0.309,Regular User,18-24,Africa,1523,21,0,0.0,0
P101926,2025-05-19,TikTok,Entertainment,movie release,"#AwardSeason, #CelebNews, #BoxOffice",Neutral,0.065,Micro-Influencer,18-24,Europe,38883,2078,111,37.0,15
P107364,2025-12-02,TikTok,Sports,"world cup, league table, match result",#Transfer,Positive,0.279,Regular User,45-54,Middle East,1529,18,2,0.0,0
P102200,2025-11-03,LinkedIn,Politics,policy,#PolicyReform,Negative,-0.63,Regular User,25-34,Middle East,1174,23,2,0.0,0
P108330,2025-03-04,Facebook,Sports,"championship, match result, injury update","#GameDay, #Sports, #Championship",Neutral,-0.005,Macro-Influencer,13-17,North America,374594,4477,491,81.0,21
P100402,2025-10-25,TikTok,Technology,"gadgets, app update, cloud computing","#Innovation, #StartupLife, #5G",Positive,0.482,Regular User,25-34,North America,573,15,1,0.0,0
P105623,2025-09-15,Facebook,Climate & Environment,"carbon emissions, conservation","#Sustainability, #Conservation",NEGATIVE,-0.55,Regular User,35-44,Australia/Oceania,1181,88,7,0.0,0
P110639,2025-02-16,Twitter/X,Climate & Environment,"renewable energy, carbon emissions",#GoGreen,Neutral,-0.144,Micro-Influencer,45-54,South America,14307,115,12,0.0,0
P104389,2025-08-12,Twitter/X,Education,"curriculum, scholarship","#OnlineLearning, #Education, #StudentLife",Positive,0.389,Regular User,35-44,Southeast Asia,1590,40,3,0.0,0
P111177,2025-07-01,YouTube,Business & Finance,"interest rates, startup funding","#Inflation, #Layoffs, #Economy",Negative,-0.312,Micro-Influencer,,Africa,3867,157,18,1.0,1
P103875,2025-05-30,YouTube,Education,"student loans, scholarship, school reopening","#Scholarship, #Education, #StudentLife",Neutral,0.006,Macro-Influencer,18-24,Europe,369830,46386,4246,542.0,521
P102482,2025-01-22,Twitter/X,Entertainment,celebrity,"#CelebNews, #NewAlbum",Positive,0.198,Micro-Influencer,25-34,Southeast Asia,45133,1521,203,27.0,21
P108826,2025-06-10,LinkedIn,Entertainment,"series finale, award show",#Concert,Positive,0.465,Regular User,25-34,Africa,190,27,1,0.0,0
P108131,2025-05-24,LinkedIn,Technology,gadgets,#FutureTech,Positive,1.0,Regular User,25-34,Africa,134,26,1,0.0,0
P104438,2025-05-14,Facebook,Sports,"match result, world cup",#Transfer,Neutral,-0.023,Regular User,18-24,South Asia,1673,28,1,0.0,0
P101435,2025-08-29,Facebook,Business & Finance,"interest rates, IPO, inflation","#Finance, #Economy, #Crypto",Neutral,-0.094,Regular User,,Africa,1432,24,2,0.0,0
P109664,2025-08-23,YouTube,Sports,"match result, injury update","#Sports, #Championship",Neutral,0.126,Regular User,35-44,Middle East,293,8,0,0.0,0
P106209,2025-08-20,LinkedIn,Politics,"government, campaign","#PolicyReform, #Budget2025, #Protest",Neutral,0.092,Regular User,18-24,Middle East,1756,7,0,0.0,0
P105648,2025-08-07,LinkedIn,Education,student loans,#StudentLife,Neutral,-0.095,Regular User,35-44,South America,438,7,0,0.0,0
P104630,2025-11-10,TikTok,Education,"exam results, scholarship, school reopening","#Exams, #Scholarship, #StudentLife",Positive,0.598,Micro-Influencer,25-34,Australia/Oceania,16880,1610,84,29.0,25
P108384,2025-06-03,YouTube,Health & Wellness,"mental health, vaccine, yoga",#MentalHealthMatters,Positive,0.179,Brand Account,,Southeast Asia,449286,27181,2666,202.0,397
P105343,2025-02-11,LinkedIn,Business & Finance,"crypto, IPO, interest rates","#Layoffs, #Economy, #StockMarket",Negative,-0.664,Regular User,25-34,Europe,407,19,1,0.0,0
P101128,2025-06-07,LinkedIn,Sports,"championship, coach, match result","#TeamSpirit, #Transfer",Positive,0.161,Regular User,45-54,Southeast Asia,1573,38,1,0.0,0
P106088,2025-06-03,YouTube,Politics,election,"#Protest, #Budget2025, #Democracy",Negative,-0.391,Regular User,45-54,North America,116,13,0,0.0,0
P103297,2025-12-06,Instagram,Entertainment,"streaming, award show",#Concert,Positive,0.665,Regular User,13-17,Europe,1080,67,3,0.0,0
P108583,2025-04-24,TikTok,Politics,"policy, campaign",#Vote,Negative,-0.243,Verified/Celebrity,55+,South America,4332107,262271,27798,3887.0,1853
P100566,2025-05-12,Instagram,Business & Finance,"earnings report, startup funding",#Layoffs,Neutral,-0.072,Micro-Influencer,18-24,North America,12023,118,12,1.0,0
P104970,2025-05-14,LinkedIn,Entertainment,"concert, streaming, series finale",#NewAlbum,Positive,0.738,Verified/Celebrity,18-24,North America,10143514,264515,24868,569.0,3934
P101628,2025-12-08,TikTok,Sports,"transfer news, coach, injury update","  #matchday, #transfer, #championship ",Negative,-0.199,Regular User,25-34,Australia/Oceania,1590,148,7,2.0,0
P108026,2025-10-05,YouTube,Sports,injury update,"#Transfer, #GameDay, #TeamSpirit",Neutral,0.099,Regular User,18-24,Africa,258,7,0,0.0,0
P105989,2025-09-10,LinkedIn,Entertainment,"trailer, concert, award show","#Concert, #AwardSeason",Positive,0.257,Regular User,45-54,South America,1393,23,2,0.0,0
P111527,2025-11-15,TikTok,Entertainment,"award show, streaming, concert","#Concert, #CelebNews, #BoxOffice",Positive,0.609,Micro-Influencer,25-34,Australia/Oceania,21453,4794,573,32.0,90
P106283,2025-11-11,LinkedIn,Climate & Environment,"heatwave, climate change, flooding","#Conservation, #ClimateChange",NEUTRAL,0.131,Micro-Influencer,25-34,Europe,14203,21,2,0.0,0
P104160,2025-01-29,TikTok,Business & Finance,"inflation, startup funding, IPO","#Finance, #Inflation",Neutral,0.109,Regular User,25-34,Southeast Asia,1915,71,5,1.0,0
P100821,2025-08-07,Twitter/X,Climate & Environment,"flooding, renewable energy, heatwave","#ClimateChange, #RenewableEnergy",Negative,-0.724,Micro-Influencer,45-54,South Asia,35946,427,35,2.0,8
P110401,2025-02-16,Facebook,Entertainment,"trailer, concert, movie release",#NewAlbum,Neutral,0.085,Macro-Influencer,35-44,South Asia,196522,1308,39,5.0,10
P103140,2025-04-28,TikTok,Entertainment,award show,"#NewAlbum, #BoxOffice",Neutral,-0.116,Regular User,25-34,Australia/Oceania,1895,22,2,0.0,0
P102462,2025-09-24,Twitter/X,Education,"online learning, exam results, curriculum","#OnlineLearning, #StudentLife, #Exams",Positive,0.331,Micro-Influencer,35-44,Middle East,48133,1671,160,21.0,35
